,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer
330,Cougar,How long are cougar adult males (from nose to tail)?,2.4 meters,medium,medium
331,Cougar,How long is an adult cougar's paw print?,An adult cougar's paw print is approximately 10 cm (4 inches) long.,medium,medium
332,Cougar,How long is an adult cougar's paw print?,4 inches,medium,medium
333,Cougar,What are the three heaviest cats in the world?,"The three heaviest cats in the world are the tiger, lion and jaguar.",hard,hard
334,Cougar,What are the three heaviest cats in the world?,"tiger, lion, and jaguar",hard,hard
335,Cougar,"On average, are cougar males heavier than females?","On average, cougar males are heavier than females.",hard,hard
336,Cougar,"On average, are cougar males heavier than females?",yes,hard,hard
337,Cougar,What are the three cat species that are native to Canada?,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx.",hard,medium
338,Cougar,What are the three cat species that are native to Canada?,"cougar, bobcat, Canadian lynx",hard,hard
339,Cymbal,Is one of the parts of a cymbal called a disc?,no,easy,medium
340,Cymbal,Is one of the parts of a cymbal called a disc?,,easy,
341,Cymbal,Are ride cymbals very common?,yes,easy,easy
342,Cymbal,Are ride cymbals very common?,,easy,
343,Cymbal,Does Fender make cymbals?,no,easy,hard
344,Cymbal,Does Fender make cymbals?,,easy,
345,Cymbal,What part of the cymbal is the bell?,The center of a Cymbal,medium,medium
346,Cymbal,What part of the cymbal is the bell?,,medium,
347,Cymbal,What's the timber of ancient cimbals like? disfluent,like that of small hand-bells or of the notes of the keyed harmonica,medium,hard
348,Cymbal,What's the timber of ancient cimbals like? disfluent,,medium,
349,Cymbal,What does it sound like to play cymbals with a cello bow?,squealing car brakes,medium,medium
350,Cymbal,What does it sound like to play cymbals with a cello bow?,,medium,
352,Cymbal,What are cymbals made of?,,hard,
353,Cymbal,How many cymbals typically go in a drum kit?,at least 3,hard,hard
354,Cymbal,How many cymbals typically go in a drum kit?,,hard,
355,Cymbal,What kinds of musical groups use cymbals?,"Cymbals are used in modern orchestras and many military, marching, concert and other bands",hard,too hard
357,Dragonfly,,,easy,
358,Dragonfly,,,easy,
359,Dragonfly,,,easy,
360,Dragonfly,,,medium,
361,Dragonfly,,,medium,
362,Dragonfly,,,medium,
363,Dragonfly,,,hard,
364,Dragonfly,,,hard,
365,Dragonfly,,,hard,
366,Dragonfly,Are dragonflies capable of walking?,,easy,
367,Dragonfly,Are dragonflies capable of walking?,,easy,
368,Dragonfly,Do dragonfly nymphs ever hunt on land?,,easy,
369,Dragonfly,Do dragonfly nymphs ever hunt on land?,,easy,
371,Dragonfly,Do dragonflies spend most of their lives in their adult form?,,easy,
372,Dragonfly,What are dragonfly larvae known as?,,medium,
373,Dragonfly,What are dragonfly larvae known as?,,medium,
374,Dragonfly,On what continent have dragonflies often been seen as sinister?,,medium,
376,Dragonfly,In how many directions can the adult dragonfly propel itself?,,medium,
377,Dragonfly,In how many directions can the adult dragonfly propel itself?,,medium,
378,Dragonfly,What is the hobby of seeking out dragonflies and damselflies called?,,hard,
379,Dragonfly,What is the hobby of seeking out dragonflies and damselflies called?,,hard,
380,Dragonfly,In what country are dragonflies used as a food source?,,hard,
381,Dragonfly,In what country are dragonflies used as a food source?,,hard,
382,Dragonfly,Which culture has a legend that claims that trolls sent dragonflies to poke out their enemies' eyes?,,hard,
384,Dragonfly,Is the dragonfly associated with late summer as well as early autumn?,Yes,,easy
385,Dragonfly,Does Exposure to air cause the larva to begin breathing?,Yes (capitalization).,,easy
386,Dragonfly,"Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?",Yes.,,easy
387,Drum,Is the drum a member of the percussion group?,yes,easy,easy
388,Drum,Is the drum a member of the percussion group?,yes,easy,easy
389,Drum,Does each type of drum head serve its own musical purpose?,yes,easy,easy
390,Drum,Does each type of drum head serve its own musical purpose?,yes,easy,easy
391,Drum,Is the Aburukuwa a type of drum?,yes,easy,medium
392,Drum,Is the Aburukuwa a type of drum?,yes,easy,too easy
393,Drum,How long has the basic design of the drum remained unchanged?,remained virtually unchanged for thousands of years,medium,medium
394,Drum,How long has the basic design of the drum remained unchanged?,thousands of years,medium,hard
395,Drum,What is the second biggest factor affecting the sound produced by a drum?,tension,medium,easy
396,Drum,What is the second biggest factor affecting the sound produced by a drum?,the tension at which the drum head is held against the shell of the drum.,medium,easy
397,Drum,By what name are drums classified as under the percussion group?,membranophone,medium,medium
398,Drum,By what name are drums classified as under the percussion group?,membranous,medium,medium
399,Drum,How do rock and roll drummers like their drumheads?,rock and roll drummer may prefer drums that sound loud and deep,hard,hard
400,Drum,How do rock and roll drummers like their drumheads?,drums that sound loud and deep,hard,hard
401,Drum,Whare is the name for drums that have a set of wires held across some of all of the drum heads?,snares,hard,medium
402,Drum,Had the drums been used in Sri Lanka since Before Christ?,yes,hard,too hard
404,Drum,Is the drum a member of the percussion group?,yes,easy,easy
405,Drum,Is the drum a member of the percussion group?,yes,easy,easy
406,Drum,Are drums often used in music therapy?,yes,easy,easy
407,Drum,Are drums often used in music therapy?,yes,easy,too easy
408,Drum,Do drums consist of at least eight membranes?,no,easy,easy
409,Drum,Do drums consist of at least eight membranes?,no,easy,easy
410,Drum,What has the most effect on how a drum sounds?,the drumhead,medium,medium
411,Drum,What has the most effect on how a drum sounds?,the drumhead,medium,medium
414,Drum,Drums are usually played by what?,"the hands, or by one or two sticks",medium,medium
416,Drum,Has the design of drums changed recently?,no,hard,medium
417,Drum,Has the design of drums changed recently?,no,hard,easy
418,Drum,Can some cylindrical shell drums have no drum heads?,no,hard,hard
419,Drum,Can some cylindrical shell drums have no drum heads?,no,hard,hard
420,Drum,Does every drumhead make the same sound?,no,hard,easy
421,Drum,Does every drumhead make the same sound?,no,hard,easy
422,Drum,Aren't drums often used in music therapy?,"Yes, drums are often used in music therapy.",,easy
423,Drum,Aren't drums usually played by the hands?,Yes.,,easy
424,Drum,Are drums usually played by the hands?,Yes,,easy
425,Drum,Do many such drums have six to ten tension rods?,Yes.,,easy
426,Drum,"Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?",yes,,easy
427,Drum,"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?",Yes,,easy
428,Eel,Is the electric eel a true eel?,No,easy,easy
429,Eel,Is the electric eel a true eel?,"No, the electric eel is not a true eel.",easy,hard
430,Eel,Are most eels predators?,Yes,easy,easy
431,Eel,Are most eels predators?,"Yes, most eels are predators.",easy,easy
432,Eel,Is eel blood toxic to humans?,Yes,easy,easy
433,Eel,Is eel blood toxic to humans?,"Yes, eel blood is toxic to humans.",easy,easy
434,Eel,How many species of true eels are there?,approximately 800 species,medium,medium
435,Eel,How many species of true eels are there?,There are approximately 800 species of true eels.,medium,medium
436,Eel,Where is smoked eel considered a delicacy?,"Northern Germany, The Netherlands, Denmark, Sweden",medium,medium
437,Eel,Where is smoked eel considered a delicacy?,"Smoked eel is considered a delicacy in northern Germany, The Netherlands, Denmark and Sweden.",medium,medium
439,Eel,How do eels begin life?,"Eels begin life as flat and transparent larvae, called leptocephali.",medium,medium
440,Eel,What types of fins do eels have?,"Dorsal, anal, caudal, tail fins",hard,hard
441,Eel,What types of fins do eels have?,Eels have dorsal and anal fins fused with a tail fin. Some also have  pectoral fins.,hard,too hard
442,Eel,What do leptocephali eat?,Marine snow,hard,hard
443,Eel,What do leptocephali eat?,Leptocephali eat small particles called marine snow.,hard,hard
444,Eel,Do all eels live in fresh water?,No,hard,hard
445,Eel,Do all eels live in fresh water?,"No, not all eels live in fresh water.",hard,too hard
446,Finnish_language,Is Finnish an official language of the European Union?,Yes,easy,easy
447,Finnish_language,Is Finnish an official language of the European Union?,"Yes, Finnish is an official language of the European Union.",easy,easy
448,Finnish_language,Are the dialects of Finnish divided into two groups?,Yes,easy,easy
449,Finnish_language,Are the dialects of Finnish divided into two groups?,"Yes, the dialects of Finnish are divided into two groups.",easy,easy
450,Finnish_language,Is Finnish threatened by English?,No,easy,easy
451,Finnish_language,Is Finnish threatened by English?,"No, Finnish is not threatened by English.",easy,easy
452,Finnish_language,When did Proto-Uralic language arrive in Finland?,Around 1900 BCE,medium,medium
453,Finnish_language,When did Proto-Uralic language arrive in Finland?,Proto-Uralic language arrived in Finland around 1900 BCE.,medium,medium
454,Finnish_language,What are characteristic features of Finnish?,Vowel harmony and an agglutinative morphology,medium,medium
455,Finnish_language,What are characteristic features of Finnish?,Characteristic features of Finnish are vowel harmony and an agglutinative morphology.,medium,medium
456,Finnish_language,Where is the Kven language spoken?,Norway,medium,medium
458,Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,Since Finland's independence in 1917,hard,medium
459,Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,The classification of dialects spoken outside of Finland has been a controversial issue since Finland's independence in 1917.,hard,medium
460,Finnish_language,Who wrote the first novel in Finnish?,Aleksis Kivi,hard,medium
461,Finnish_language,Who wrote the first novel in Finnish?,The first novel in Finnish was published by Aleksis Kivi.,hard,hard
462,Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish,hard,medium
463,Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish defined the official Finnish language.,hard,hard
464,Flute,What is the earliest extant transverse flute?,it dates from 433 BC,easy,medium
465,Flute,What is the earliest extant transverse flute?,Chi,easy,easy
466,Flute,When does a flute produce sound?,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,easy,medium
467,Flute,When does a flute produce sound?,When a stream of air directed across a hole in the instrument creats a vibration of air at the hole.,easy,hard
468,Flute,How can a flute's volume be increased?,a flute's volume can generally be increased by making its resonator and tone holes larger,medium,medium
469,Flute,How can a flute's volume be increased?,A flute's volume can be increased by making its resonator and tone holes larger.,medium,medium
470,Flute,Do open-ended flutes have brighter timbres?,yes,medium,medium
471,Flute,Do open-ended flutes have brighter timbres?,Yes.,medium,medium
472,Flute,Where was the oldest flute ever discovered found?,Germany,medium,too hard
473,Flute,Where was the oldest flute ever discovered found?,Various parts of Germany.,medium,medium
474,Flute,Are Western flutes simpler than Indian flutes?,no,hard,hard
475,Flute,Are Western flutes simpler than Indian flutes?,Yes.,hard,hard
476,Flute,Why is a police whistle very wide for its pitch?,A flute's volume can generally be increased by making its resonator and tone holes larger,hard,medium
477,Flute,Why is a police whistle very wide for its pitch?,It's volume is high either because of its larger resonator or larger tone holes.,hard,medium
478,Flute,What are the two main varieties of Indian flutes?,"The first, the Bansuri. The second, the Venu or Pullanguzhal",hard,hard
479,Flute,What are the two main varieties of Indian flutes?,Bansuri and the Venu or Pullanguzhal.,hard,medium
480,Flute,Has the flute been dated to prehistoric times?,yes,easy,easy
481,Flute,Has the flute been dated to prehistoric times?,Yes,easy,easy
